"MD_EARN_WNE_P6","HIGHDEG","REGION","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","C150_4","C150_L4","UGDS","UGDS_MEN","NPT4_PUB","NPT4_PRIV","PCIP04","PCIP05","PCIP09","PCIP11","PCIP12","PCIP14","PCIP23","PCIP26","PCIP27","PCIP38","PCIP42","PCIP45","PCIP50","PCIP51","PCIP52","PCIP54","ADM_RATE","SAT_AVG"
48314,NA,"Far West",0.3367,0.04,0.3151,13.47,0.0035,0.0023,0.7409,NA,30018,0.4537,15287,NA,0,0.0049,0.0655,0.0176,0,0.084,0.0159,0.0397,0.0132,0.0028,0.0708,0.0989,0.0392,0.0617,0.2153,0.0067,0.3458,1213
59002,NA,"Far West",0.5047,0.0356,0.2038,7.1,0.0031,0.0035,0.8041,NA,5760,0.4526,NA,32576,0.0071,0.0042,0.0706,0.0141,0,0.0918,0.0275,0.1264,0.0071,0.0127,0.0572,0.0798,0.0162,0,0.423,0.012,0.5292,1285
50184,NA,"Far West",0.1737,0.0556,0.3429,25.69,0.0014,0.0045,0.549,NA,25799,0.4438,15033,NA,0,0.0132,0.0886,0.0248,0,0.0326,0.0328,0.0619,0.0068,0.0087,0.0496,0.0843,0.0736,0.0479,0.277,0.0153,0.7176,1054
64896,NA,"Far West",0.2543,0.0422,0.2147,23.93,0.0021,0.0062,0.7498,NA,6661,0.368,NA,32782,0.0066,0.0096,0.1019,0.0276,0,0,0.0156,0.0383,0.0096,0.003,0.0887,0.109,0.0318,0.1096,0.3793,0.0084,0.6455,1237
41862,NA,"Far West",0.5217,0.0482,0.1982,4.41,0.0185,0.0056,0.5852,NA,1246,0.4061,NA,22633,0,0,0,0,0,0,0.0459,0.0295,0.0033,0,0.2623,0.0262,0.0393,0.0295,0.2656,0.023,0.5853,1084
57540,NA,"Far West",0.1507,0.0329,0.2852,36.14,8e-04,0.0048,0.6491,NA,27125,0.5076,15270,NA,0,0,0.0665,0.0305,0,0.1339,0.0123,0.0197,0.0067,0.0025,0.0656,0.0598,0.0789,0.0601,0.258,0.0069,0.5466,1143
77174,NA,"Far West",0.4856,0.0302,0.1804,16.37,0.0013,0.0022,0.9052,NA,5504,0.5064,NA,37399,0,0.0035,0.0829,0.0028,0,0.1806,0.017,0.0687,0.0149,0.0142,0.0829,0.1254,0.0163,0.0319,0.2592,0.0099,0.4991,1366
52863,NA,"Far West",0.5296,0.0401,0.1355,16.51,0,0.0019,0.8809,NA,1048,0,NA,33520,0,0.036,0.0721,0.009,0,0.0135,0.0631,0.2162,0.0045,0.018,0.0811,0.1937,0.0586,0,0.0225,0.009,0.2424,1409
40989,NA,"Far West",0.5547,0.0405,0.1874,5.25,0.024,0.0015,0.5986,NA,667,0.3853,NA,24298,0,0,0.0218,0,0,0,0.0109,0.0327,0.0145,0.0109,0.2764,0,0.0218,0.1091,0.28,0.0109,0.5,1078
57421,NA,"Far West",0.4383,0.0385,0.2729,10.28,0.0043,0.0129,0.7712,NA,2781,0.4204,NA,35622,0,0.0076,0.0776,0,0,0.0061,0.0396,0.0594,0.0137,0.0076,0.1111,0.1126,0.0502,0.0411,0.2664,0.0061,0.7719,1174
48978,NA,"Far West",0.4347,0.0229,0.3333,4.96,0.0045,0.0032,0.6293,NA,8642,0.389,16801,NA,0,0.0136,0.0544,0.0254,0,0.0077,0.0372,0.0485,0.0136,0.005,0.0902,0.1269,0.0276,0.0331,0.1889,0.024,0.8965,1072
40449,NA,"Far West",0.3811,0.0548,0.4224,3.58,0.0027,0.0114,0.6437,NA,1842,0.3322,NA,20292,0,0,0.0742,0.0021,0,0,0.0169,0.0339,0.0064,0.089,0.1886,0.0487,0.0381,0.0847,0.1928,0.0381,0.4017,1039
65748,NA,"Far West",0.3922,0.0458,0.1526,20.75,0.0012,0.0024,0.9239,NA,19548,0.4885,NA,30453,0.0405,0.0044,0.0869,0.0452,0,0.0971,0.0104,0.0409,0.0199,0.0097,0.0303,0.1136,0.1238,0.0377,0.247,0.011,0.1296,1445
36574,NA,"Far West",0.7101,0.0049,0.1523,2.46,0.0025,0.0049,0.8571,NA,407,0.4914,NA,24214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7773,1307
45657,NA,"Far West",0.5782,0.015,0.1809,8.29,0.0024,0.0055,0.7478,NA,1266,0.3886,NA,30719,0,0,0.0814,0.0262,0,0.0087,0.0669,0.0843,0.0174,0.0378,0.0785,0.0698,0.061,0,0.1395,0.0378,0.6241,1249
42157,NA,"Far West",0.2629,0.046,0.5102,6.81,0.0047,0.0035,0.6552,NA,1719,0.4177,NA,24522,0,0,0,0,0,0,0.0559,0.1059,0.0147,0.0147,0.1118,0.1765,0.0559,0,0.1676,0.0206,0.7595,1126
47880,NA,"Far West",0.3406,0.0333,0.353,8.94,0.001,0.0038,0.5198,NA,1051,0.4853,NA,26581,0.2956,0,0.0766,0,0,0,0.0036,0,0,0,0.0365,0,0.2336,0,0.3285,0.0109,0.6566,1056
32729,NA,"Rocky Mountains",0.4131,0.0851,0.3551,1.28,0.0159,0.0069,0.2669,NA,1881,0.5614,14229,NA,0,0,0,0,0,0,0.0218,0.0262,0.0087,0,0.0291,0.0422,0.0334,0.032,0.1265,0,0.9865,994
48167,NA,"Rocky Mountains",0.4574,0.0532,0.236,10.23,0.0033,0.0011,0.4807,NA,11892,0.4575,15446,NA,0.0267,0.0041,0.0427,0.0127,0,0.0608,0.0288,0.1093,0.0148,0.0045,0.0777,0.1249,0.0806,0.1426,0.178,0.0099,0.6363,1132
40762,NA,"Rocky Mountains",0.6324,0.0402,0.1847,3.41,0.0033,0.0022,0.4459,NA,10475,0.4853,15812,NA,0,0.0028,0.0713,0.0343,0,0.0792,0.046,0.0837,0.0079,0.0079,0.0926,0.0994,0.0264,0.1477,0.1859,0.0275,0.9118,1123
49393,NA,"Rocky Mountains",0.6745,0.0157,0.122,5.66,0.0016,9e-04,0.7077,NA,29753,0.5537,21510,NA,0.0159,0.0073,0.1007,0.0451,0,0.1402,0.02,0.1297,0.0161,0.0059,0.0691,0.125,0.0373,0.01,0.1547,0.0093,0.8154,1281
76135,NA,"Rocky Mountains",0.7222,0.01,0.0921,4.46,0.0037,6e-04,0.8019,NA,4906,0.6975,25781,NA,0,0,0,0.0756,0,0.8752,0,0,0.0282,0,0,0.0046,0,0,0,0,0.4919,1383
44704,NA,"Rocky Mountains",0.7135,0.0232,0.1423,2.74,0.0042,0.0016,0.7115,NA,24210,0.4891,19800,NA,0.0044,0.002,0.0574,0.0333,0,0.0915,0.0177,0.1251,0.0112,0.0022,0.0424,0.0761,0.0393,0.0044,0.1527,0.0102,0.8387,1197
51490,NA,"Rocky Mountains",0.6811,0.0186,0.1136,4.16,0.0028,0.001,0.7722,NA,5791,0.4576,NA,28991,0,0.0053,0.0518,0.0435,0,0.0488,0.018,0.0773,0.0143,0.0083,0.0886,0.1742,0.0593,0,0.3574,0.006,0.5647,1300
34192,NA,"Rocky Mountains",0.4557,0.0103,0.1142,0.61,0.2739,0.0022,0.4373,NA,3118,0.4859,16922,NA,0,0.0059,0,0,0,0.0485,0.0499,0.0749,0.0103,0.0162,0.0705,0.0984,0.0954,0.0499,0.1997,0.0235,0.9092,1094
34519,NA,"Rocky Mountains",0.6824,0.0233,0.1891,1.56,0.0056,0.0048,0.3573,NA,8384,0.4652,15743,NA,0,0,0.0202,0.0154,0.0133,0,0.0133,0.0415,0.0032,0,0.0314,0.0181,0.0261,0.2412,0.1368,0.0117,0.8072,1022
40336,NA,"Rocky Mountains",0.5109,0.0654,0.2881,4.21,0.0045,0.0026,0.2816,NA,18809,0.469,16204,NA,0,0.0069,0.0275,0.0197,0,0.0116,0.0447,0.0644,0.0175,0.0031,0.0807,0.0378,0.045,0.0885,0.1996,0.026,0.5945,1016
39460,NA,"Rocky Mountains",0.627,0.0438,0.2233,2.21,0.0039,0.002,0.473,NA,8903,0.3499,14230,NA,0,0.0031,0.0526,0,0,0.0082,0.0225,0.0306,0.0123,0.0041,0.0751,0.0613,0.0802,0.165,0.1052,0.0179,0.9075,1099
57824,NA,"Rocky Mountains",0.4888,0.0395,0.1931,4.46,0.0043,0.0031,0.6912,NA,3926,0.3999,NA,24422,0,0,0.0434,0.071,0,0,0.01,0.0443,0.01,0.0125,0.0485,0.0426,0.0025,0.2999,0.2189,0.0067,0.6029,1160
42908,NA,"Rocky Mountains",0.4636,0.0647,0.3523,1.07,0.0061,0.0025,0.3229,NA,3630,0.4876,12556,NA,0,0,0.0605,0.0296,0,0.0255,0.0255,0.0484,0.0094,0,0.0833,0.1102,0.0403,0.125,0.1505,0.0161,0.952,1040
34914,NA,"Rocky Mountains",0.7098,0.0284,0.1129,0.77,0.0057,0.0021,0.48,NA,1940,0.5948,17200,NA,0,0,0.05,0.0368,0,0,0.0474,0.1158,0.0184,0,0.0632,0.1026,0.0447,0,0.1974,0.0211,0.8891,1095
44705,NA,"New England",0.345,0.3315,0.195,0.72,0.0054,9e-04,0.7177,NA,1113,0.3306,NA,25089,0,0,0.0274,0,0,0,0.0274,0.0247,0.0027,0.0027,0.0849,0.0603,0.0219,0.063,0.4438,0.0055,0.5807,931
39809,NA,"New England",0.2167,0.2861,0.2064,3.37,0.0053,3e-04,0.4162,NA,3415,0.3561,NA,22961,0,0.0027,0.0233,0.0137,0,0.0741,0.0137,0.0274,0.0041,0.0027,0.1276,0.0219,0.0796,0.1879,0.1564,0,0.5724,997
47806,NA,"New England",0.593,0.1235,0.1573,4.51,0.001,0.0011,0.5136,NA,9325,0.5295,16288,NA,0,0,0.0564,0.0414,0,0.0403,0.0312,0.0639,0.0134,0.0021,0.0779,0.1429,0.0333,0.0387,0.2617,0.0253,0.6724,1076
53562,NA,"New England",0.6952,0.0417,0.0857,4.84,0.0011,0.0011,0.8111,NA,1798,0.3821,NA,32606,0.0142,0.0519,0,0.0377,0,0,0.0684,0.1981,0.0118,0.0142,0.0778,0.2925,0.1061,0,0,0.0425,0.3776,1380
56144,NA,"New England",0.5647,0.0618,0.1104,11.06,0.0014,6e-04,0.8455,NA,18830,0.491,21588,NA,0.0014,0.0059,0.0669,0.0186,0,0.1217,0.0232,0.0881,0.0271,0.0018,0.0782,0.1181,0.0167,0.1181,0.1257,0.0121,0.4877,1318
40544,NA,"New England",0.5406,0.1533,0.1358,3.77,0.0029,6e-04,0.5798,NA,4750,0.4897,NA,29592,0,0,0.0396,0.0063,0,0.1259,0.009,0.018,0.0045,0.0027,0.0612,0.0279,0.1484,0.1682,0.1205,0.0045,0.7136,1160
45887,NA,"New England",0.6225,0.119,0.1234,3.29,0.0036,8e-04,0.647,NA,5041,0.461,NA,32975,0.0096,0,0.0274,0.0111,0,0.0836,0.0141,0.0777,0.003,0,0.0503,0.0141,0.0777,0.0614,0.0902,0.0022,0.8387,1129
60948,NA,"New England",0.7676,0.04,0.0874,3.45,0.0014,3e-04,0.7708,NA,7371,0.388,NA,39307,0,0,0.0966,0.0421,0,0.0259,0.0156,0.0356,0.0097,6e-04,0.0486,0.0369,0.0272,0.3804,0.2294,0.013,0.7247,1190
37568,NA,"New England",0.5688,0.1399,0.1561,5.9,0.0035,0,0.6497,NA,865,0.126,NA,25508,0,0,0,0,0,0,0.0052,0.0933,0.0052,0,0.0777,0,0,0.4663,0.0363,0.0155,0.7235,1120
42096,NA,"New England",0.5555,0.1905,0.1037,3.03,0.0028,8e-04,0.5052,NA,7890,0.3919,19291,NA,0,0,0.0534,0.0166,0,0,0.0258,0.0338,0.0031,6e-04,0.0872,0.0485,0.0117,0.1645,0.1203,0.0233,0.6623,1027
61447,NA,"New England",0.6323,0.062,0.086,3.7,9e-04,0,0.8443,NA,2162,0.5023,NA,32122,0,0.0726,0,0.0236,0,0.0544,0.0635,0.1053,0.0272,0.0127,0.0871,0.3285,0.0345,0,0,0.049,0.3355,1386
72046,NA,"New England",0.4231,0.0753,0.1338,18.82,0.0047,7e-04,0.966,NA,5963,0.4981,NA,18770,0.0084,0.0541,0,0.0564,0,0.0609,0.048,0.1066,0.0609,0.0129,0.0411,0.2734,0.035,0,0,0.1013,0.0635,1517
35178,NA,"Mid East",0.0832,0.7392,0.0694,0.52,0.0026,0.0016,0.4008,NA,3835,0.339,13789,NA,0,0,0.0897,0.0261,0,0.0131,0.0082,0.0587,0.0049,0,0.075,0.1289,0.0245,0.0343,0.1207,0.0049,0.4917,938
57091,NA,"Mid East",0.7081,0.0565,0.0827,5.19,0.0013,7e-04,0.8136,NA,19060,0.4269,16127,NA,0.0011,0.0027,0.0297,0.0181,0,0.1003,0.0165,0.054,0.0098,0.0011,0.0303,0.0928,0.0196,0.1193,0.202,0.01,0.6639,1267
34960,NA,"Mid East",0.3801,0.4316,0.0739,1.2,0.0026,0.0026,0.3178,NA,1163,0.4488,NA,22643,0,0.0048,0.0429,0,0,0,0.0048,0.0429,0.0048,0.0048,0.1,0.019,0.0238,0.2143,0.119,0.0143,0.6182,925
55945,NA,"Mid East",0.5609,0.0717,0.1332,6.97,0.0011,8e-04,0.7982,NA,7485,0.3738,NA,34617,0,0.0119,0.1034,0.0098,0,0,0.0109,0.0176,0.0057,0.0078,0.0305,0.3552,0.0512,0.0424,0.1551,0.0155,0.3154,1320
28704,NA,"Mid East",0.5072,0.1565,0.1241,4.32,0.0072,0.0054,0.4717,NA,1112,0.4568,NA,15157,0,0.0585,0.0904,0.0319,0,0,0.0213,0.0213,0.0319,0,0.0851,0.0851,0.0691,0,0.0957,0.016,0.5706,955
62584,NA,"Mid East",0.5072,0.0714,0.1034,10.81,7e-04,0.0011,0.8207,NA,12161,0.3913,NA,33734,0,0.0052,0.0453,0.028,0,0.0456,0.0114,0.0382,0.0092,0.0068,0.0376,0.2869,0.02,0.2617,0.141,0.0145,0.4187,1380
71107,NA,"Mid East",0.5201,0.0674,0.1027,9.87,1e-04,4e-04,0.9413,NA,7089,0.4372,NA,30169,0,0.0129,0,0.0185,0,0,0.0427,0.0561,0.0185,0.0157,0.0444,0.3728,0.014,0.0477,0.1915,0.0163,0.1452,1456
43792,NA,"Mid East",0.0222,0.8863,0.0092,1.41,0.0013,0.0052,0.6243,NA,6166,0.3075,NA,39792,0.0073,0.0065,0.1542,0.0291,0,0.071,0.0178,0.1195,0.004,0.004,0.0678,0.1025,0.0339,0.0944,0.1469,0.0081,0.3159,1210
28791,NA,"Southeast",0.7781,0.0947,0.0207,0.59,0.0059,0.003,0.6222,NA,338,0.5503,NA,8511,0,0,0,0,0,0,0.0119,0,0,0,0.119,0,0.0595,0,0.0714,0.0119,0.8485,972
43282,NA,"Southeast",0.1746,0.3293,0.3432,0.95,0.003,0.0015,0.3633,NA,3368,0.3836,NA,17937,0,0,0.027,0.0526,0,0,0.0028,0.0853,0.0028,0,0.0384,0.037,0.0327,0.1522,0.3257,0.0043,0.9125,1024
35541,NA,"Southeast",0.4672,0.1094,0.1604,1.23,0.0018,0.0014,0.5472,NA,2194,0.5109,NA,37274,0,0,0.1394,0.002,0,0,0,0.0458,0,0,0.0538,0.0299,0.0817,0,0.4462,0,0.7045,1086
29794,NA,"Southeast",0.5126,0.1759,0.2161,0,0.005,0.005,0.3418,NA,199,0.6131,NA,13755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2353,0.0588,0,0.6541,1006
43759,NA,"Southeast",0.4757,0.1115,0.2762,6.28,0.0016,0.0017,0.7254,NA,58392,0.4547,12733,NA,0.0031,2e-04,0.0465,0.0323,0,0.0695,0.0233,0.0432,0.0057,0.0023,0.0832,0.0425,0.0494,0.1636,0.1973,0.0094,0.4253,1261
36733,NA,"Southeast",0.7796,0.0297,0.083,2.52,0.004,0.002,0.6799,NA,1987,0.3367,NA,32575,0,0.0206,0.0247,0.0206,0,0.0021,0.0267,0.2428,0.0103,0.0041,0.1831,0.0782,0.0288,0,0.177,0.0123,0.6766,1205
25404,NA,"Southeast",0.0403,0.8657,0.03,0.1,0.001,0.001,0.2009,NA,968,0.5341,NA,12416,0,0,0.0744,0,0,0,0,0.0661,0.0083,0,0.0909,0,0.0165,0,0.3802,0,0.5554,931
33022,NA,"Southeast",0.032,0.8837,0.0362,0.51,1e-04,0,0.5087,NA,7711,0.3505,15341,NA,0.0193,0,0.0616,0.0223,0,0.0154,0.0062,0.0431,0.0015,0,0.0501,0.0639,0.0354,0.2111,0.0755,0.0039,0.3886,1097
43006,NA,"Southeast",0.404,0.1985,0.276,4.05,0.0016,0.0012,0.5226,NA,23265,0.4383,9768,NA,0.0149,0.0065,0.0526,0.0219,0,0.0395,0.0186,0.0612,0.0044,0.0033,0.0752,0.0721,0.0249,0.074,0.1954,0.0057,0.5932,1159
38042,NA,"Southeast",0.7505,0.0379,0.085,0.89,0.0027,4e-04,0.5566,NA,2589,0.3349,NA,23182,0,0,0.1383,0,0,0,0.0318,0,0,0.0095,0.1017,0.124,0.1033,0,0.221,0.0318,0.5665,1134
33351,NA,"Southeast",0.7668,0.0672,0.0692,1.38,0.0079,0,0.5765,NA,506,0.4743,NA,20540,0,0,0.0696,0,0,0,0.0253,0,0,0,0,0,0.0063,0,0.1646,0.0127,0.7372,1101
55486,NA,"Southeast",0.3593,0.1844,0.319,5.06,0.0017,0.006,0.3012,NA,1166,0.1887,NA,17211,0,0,0,0,0,0,0,0.0444,0,0,0,0,0,0.9481,0,0,0.8689,1016
31824,NA,"Southeast",0.4943,0.0601,0.0926,2.4,0.0021,0.0029,0.5976,NA,3411,0.7145,NA,31900,0,0,0.0119,0.0463,0,0.463,0,0.0701,0.0146,0,0.0503,0,0,0,0.1257,0,0.6504,1264
44401,NA,"Southeast",0.0865,0.1195,0.67,2.42,5e-04,8e-04,0.5781,NA,41777,0.4378,8311,NA,0,0.0036,0.0715,0.0367,0,0.0547,0.0152,0.0713,0.0034,0.0043,0.1286,0.0669,0.0176,0.0697,0.2374,0.0061,0.5856,1185
42919,NA,"Southeast",0.7127,0.0641,0.1223,3.34,0.0113,8e-04,0.6418,NA,2666,0.3511,NA,26036,0,0,0.0691,0.0213,0,0,0.0089,0.1489,0.0089,0.0124,0.0833,0.0638,0.0816,0.1613,0.2092,0.0124,0.5023,1230
45061,NA,"Southeast",0.6047,0.0857,0.2125,2.49,0.002,0.0013,0.8288,NA,32336,0.4341,10744,NA,0,0.0014,0.0357,0.0397,0,0.0406,0.0457,0.0842,0.0111,0.0046,0.065,0.1644,0.04,0.0314,0.2115,0.0066,0.3678,1289
51324,NA,"Southeast",0.5323,0.0635,0.2211,8.57,0.0018,0.004,0.8881,NA,34564,0.4381,8057,NA,0.0112,0.0067,0.0795,0.0179,0,0.128,0.0184,0.105,0.0145,0.0056,0.0547,0.1062,0.0274,0.0727,0.1173,0.0112,0.3875,1362
49380,NA,"Southeast",0.53,0.2072,0.1233,2.68,0.0032,0.0042,0.5271,NA,2838,0.3844,NA,21588,0,0,0.0184,0.0184,0,0.0085,0.0127,0.0326,0.0071,0,0.017,0.0751,0.0694,0.5269,0.1161,0.0028,0.8993,1185
54383,NA,"Southeast",0.4214,0.0844,0.2233,4.94,0.0014,4e-04,0.8188,NA,10873,0.4754,NA,30841,0.015,0.0011,0.0821,0.0244,0,0.0949,0.0082,0.1481,0.0101,0.0056,0.0454,0.1039,0.0645,0.1054,0.2077,0.0064,0.3215,1365
42012,NA,"Southeast",0.6548,0.0905,0.1295,5.12,0.0017,0.0011,0.5866,NA,14223,0.4405,11214,NA,0,9e-04,0.0693,0.0395,0,0.04,0.0279,0.0363,0.0081,0.0038,0.0786,0.0548,0.0325,0.1857,0.1593,0.0125,0.6108,1195
43703,NA,"Southeast",0.2848,0.1402,0.3379,10.26,0.0027,0.001,0.5025,NA,4856,0.2891,NA,25816,0,0,0.0125,0.0109,0,0.0031,0.0023,0.2496,8e-04,0,0.0452,0.0094,0.0117,0.4119,0.11,8e-04,0.7854,1196
37275,NA,"Southeast",0.6308,0.0879,0.1588,2.13,0.0017,0.0029,0.5342,NA,2400,0.3554,NA,23881,0,0,0.0801,0.0078,0,0,0.0254,0.084,0.0098,0.002,0.1172,0.0059,0.0703,0.1152,0.2285,0.0059,0.9529,1126
38661,NA,"Southeast",0.3311,0.3134,0.1376,1.44,0.0045,0.0022,0.5142,NA,8484,0.4124,NA,19545,0,0,0,0.0495,0,0,0.0049,0.0125,0.0014,0.0094,0.0991,0.0312,0,0.0409,0.2907,0.0031,0.6026,1079
43307,NA,"Southeast",0.4709,0.1009,0.2127,7.06,0.0017,0.0016,0.7344,NA,31321,0.4542,9838,NA,0,0.0019,0.0567,0.0331,0,0.0787,0.0156,0.1118,0.0071,0.0031,0.0549,0.1011,0.0182,0.1994,0.1531,0.0103,0.4263,1265
40201,NA,"Southeast",0.0706,0.2926,0.4369,0.4,0,0.001,0.3971,NA,991,0.4289,NA,16833,0,0,0.0355,0.0414,0,0,0,0.0533,0,0,0.0651,0.0296,0,0.0178,0.497,0.0118,0.515,1031
33764,NA,"Southeast",0.5862,0.1395,0.2131,1.42,0.0052,0.005,0.4217,NA,5570,0.4294,NA,24262,0,0,0.0554,0,0,0,0.0258,0.0049,0.0049,0,0.0504,0,0.0357,0.0418,0.1599,0.0074,0.4807,1069
43360,NA,"Southeast",0.6184,0.0473,0.1318,1.83,0.0011,0.0017,0.6015,NA,8422,0.4168,NA,30579,0,0,0.1076,0.0256,0,0,0.0134,0.0749,0.007,0.0032,0.048,0.1133,0.0551,0.0935,0.3124,0.0102,0.4869,1182
30763,NA,"Southeast",0.5652,0.2329,0.1211,1.86,0,0,0.3387,NA,322,0.5932,NA,16054,0,0,0,0,0,0,0,0,0,0,0.1475,0,0,0,0.0656,0,0.6962,945
26391,NA,"Southeast",0.4378,0.2438,0.1692,1.49,0.005,0,0.2692,NA,201,0.4975,NA,16541,0,0,0,0,0,0,0,0,0,0,0.0556,0,0,0,0.1667,0,0.8312,973
35080,NA,"Southeast",0.4408,0.365,0.1205,0.45,0.0033,0.0022,0.3194,NA,896,0.5435,NA,17309,0,0,0.0241,0,0,0,0.0069,0.0206,0,0,0.0241,0,0,0.0275,0.3162,0,0.3539,996
35291,NA,"Southeast",0.3393,0.3214,0.1289,0.33,0.0082,0.0082,0.269,NA,613,0.739,NA,23513,0,0,0,0.0236,0,0,0,0,0,0,0,0,0,0,0.5748,0,0.4012,981
35816,NA,"Southeast",0.6515,0.119,0.0959,3.09,0.0061,0.0026,0.4338,NA,9371,0.4324,8125,NA,0,0,0.0421,0.0322,0,0.0256,0.0111,0.031,0.0033,0.0018,0.0397,0.0442,0.025,0.1795,0.086,0.0114,0.4242,1189
27009,NA,"Southeast",0.7855,0.1116,0.0673,0.85,0.0035,3e-04,0.2199,NA,3744,0.4372,7964,NA,0,0,0,0.0073,0.0146,0,0.0063,0.023,0,0,0,0.0042,0.0125,0.2495,0.0699,0.0031,0.6894,1032
29345,NA,"Southeast",0.1408,0.7387,0.0462,0.41,0.0023,2e-04,0.1924,NA,5545,0.2738,13066,NA,0,0,0.0181,0.0164,0,0,0.0026,0.0284,0.0078,0,0.0224,0.0129,0.0138,0.4034,0.0862,0,0.905,865
30436,NA,"Southeast",0.3664,0.5068,0.0685,0.34,0,0.0034,0.1494,NA,292,0.4041,NA,22868,0,0,0.0294,0,0,0,0,0.1176,0.0588,0,0,0.0882,0.1471,0.3235,0.0882,0.0294,0.4309,925
31777,NA,"Southeast",0.4509,0.3178,0.0525,0.78,0.0049,0.001,0.3173,NA,1029,0.4733,NA,20901,0,0,0,0,0,0,0.0083,0.0415,0,0,0.2033,0.0041,0.0124,0,0.2158,0.0041,0.5318,998
31735,NA,"Southeast",9e-04,0.888,0.0018,0.06,0.0018,0,0.4471,NA,3320,0.2491,NA,33276,0,0,0.2044,0.0389,0,0,0.0122,0.0852,0.0122,0.0049,0.1217,0.0487,0.1095,0,0.1752,0,0.5185,1032
38255,NA,"Southeast",0.7888,0.0559,0.0695,1.88,0.0037,5e-04,0.6618,NA,1913,0.39,NA,23158,0,0,0.0737,0,0,0,0.0253,0.2005,0.0184,0.03,0.0876,0.0484,0.0253,0.0553,0.159,0.0161,0.6612,1232
39398,NA,"Southeast",0.4805,0.2932,0.1013,1.66,0.0041,0.0012,0.432,NA,1688,0.0936,NA,22083,0,0,0.0133,0,0,0,0.0053,0.0372,0,0,0.0372,0,0.0957,0.3191,0.1862,0.008,0.5688,1031
31229,NA,"Southeast",0.4727,0.3319,0.0609,0.84,0.0063,0.0126,0.2222,NA,476,0.5735,NA,19677,0,0,0.0351,0,0,0,0.0526,0.0877,0,0.0351,0.0877,0,0,0,0.1228,0.0351,0.9678,953
29724,NA,"Southeast",0.6417,0.2074,0.0623,1.6,0.0026,0.0013,0.2072,NA,3129,0.31,13174,NA,0,0.0237,0,0,0.0051,0,0,0.0508,0.0051,0,0.0695,0,0,0.1593,0.1373,0,0.9274,1018
33372,NA,"Southeast",0.485,0.3894,0.0658,2.39,0.0032,0.0019,0.3691,NA,6266,0.405,12194,NA,0,0,0.0441,0.0616,0,0.0025,0.0275,0.0333,0.0083,0,0.0258,0.0558,0.0766,0.2098,0.144,0.0117,0.5639,1019
35233,NA,"Southeast",0.8352,0.0319,0.0247,1.24,0.0031,0,0.7052,NA,971,0.484,NA,22234,0,0,0,0.0417,0,0,0.1019,0.0833,0.0046,0.0417,0.0694,0.1528,0.0972,0,0.0694,0.0694,0.9717,1251
27433,NA,"Southeast",0.632,0.1574,0.0723,0.38,0.0038,0.0089,0.4271,NA,788,0.5254,NA,17950,0,0,0.0959,0.0479,0,0,0.0205,0.0616,0,0,0.0342,0,0.0068,0.0205,0.1849,0.0068,0.4197,1033
61633,NA,"Southeast",0.396,0.0786,0.1016,20.87,0.001,4e-04,0.9012,NA,6975,0.3999,NA,24593,0,0.014,0.0105,0.0205,0,0,0.026,0.162,0.0445,0.016,0.0555,0.149,0.0245,0.1325,0.1945,0.0115,0.1852,1449
26636,NA,"Southeast",0.03,0.9196,0.018,0.26,9e-04,0,0.2819,NA,2337,0.3975,14940,NA,0,0,0.0629,0.0479,0,0,0,0.0419,0.012,0,0.1527,0.024,0.024,0.0299,0.1587,0.0449,0.6127,962
78659,NA,"Southeast",0.4804,0.0697,0.0724,21.5,3e-04,3e-04,0.8734,NA,15201,0.615,14927,NA,0.0074,0,0.0128,0.1698,0,0.5953,0,0.033,0.01,0,0.01,0.006,0.0134,0,0.1038,0.0011,0.2153,1465
38154,NA,"Southeast",0.6195,0.2649,0.0533,1.12,0.0022,9e-04,0.2888,NA,2231,0.3568,13206,NA,0,0.0021,0,0.0399,0,0,0.0168,0.0168,0.0042,0,0.0672,0.0462,0.0189,0.1828,0.3655,0.021,0.6929,1037
44706,NA,"Southeast",0.8387,0.0511,0.0578,1.13,0.0012,3e-04,0.6359,NA,5834,0.3706,20189,NA,0,0,0.0524,0.0499,0,0,0.0432,0.059,0.0083,0.0042,0.0549,0.0382,0.0274,0.1488,0.2402,0.0141,0.7778,1207
39820,NA,"Southeast",0.5944,0.2534,0.0676,2.23,0.0037,0.0013,0.5049,NA,22239,0.4556,15795,NA,0,0.0016,0.0329,0.0427,0,0.0524,0.0246,0.058,0.0058,9e-04,0.0492,0.0358,0.0307,0.139,0.1884,0.0121,0.6767,1139
34072,NA,"Southeast",0.2272,0.4152,0.1158,14.17,9e-04,5e-04,0.5426,NA,26489,0.4124,14519,NA,0,0.0047,0.0635,0.0825,0,0,0.0204,0.0682,0.0071,0.0097,0.0841,0.1017,0.0679,0.0423,0.2409,0.0115,0.7137,1160
48858,NA,"Southeast",0.6901,0.077,0.0632,10.37,8e-04,7e-04,0.8574,NA,29474,0.4323,13971,NA,0.0045,0.0067,0.107,0.0244,0,0.0355,0.0121,0.0781,0.0106,0.004,0.0532,0.0787,0.0355,0.034,0.2715,0.0089,0.4863,1345
